month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-04-01,8,Integrated Stovetops,1097987840.0,140339200.0
2025-05-01,8,Integrated Stovetops,1383943680.0,145454816.0
2025-06-01,8,Integrated Stovetops,1299422848.0,130242848.0
2025-07-01,8,Integrated Stovetops,1431587968.0,145303856.0
2025-08-01,8,Integrated Stovetops,1573467648.0,153154768.0
2025-09-01,8,Integrated Stovetops,1427658880.0,160560384.0
2025-10-01,8,Integrated Stovetops,1438066560.0,154609696.0
2025-11-01,8,Integrated Stovetops,1373233664.0,147893040.0
2025-12-01,8,Integrated Stovetops,1454952320.0,162035856.0
2025-01-01,9,Cooking Appliances,1641108608.0,147611088.0
2025-02-01,9,Cooking Appliances,1427931136.0,148862544.0
2025-03-01,9,Cooking Appliances,1681934208.0,157661184.0
2025-04-01,9,Cooking Appliances,1540311168.0,135388976.0
2025-05-01,9,Cooking Appliances,1500016000.0,111744696.0
2025-06-01,9,Cooking Appliances,1499384960.0,111857464.0
2025-07-01,9,Cooking Appliances,1697926272.0,117246472.0
2025-08-01,9,Cooking Appliances,1480838400.0,123971144.0
2025-09-01,9,Cooking Appliances,1570638080.0,128023440.0
2025-10-01,9,Cooking Appliances,1491908736.0,132490744.0
2025-11-01,9,Cooking Appliances,1498091648.0,131155488.0
2025-12-01,9,Cooking Appliances,1640426368.0,124334296.0
2025-01-01,10,Baking Ovens,1722280832.0,180096144.0
2025-02-01,10,Baking Ovens,1366752896.0,168797104.0
2025-03-01,10,Baking Ovens,1152068352.0,120597784.0
2025-04-01,10,Baking Ovens,1347816320.0,134885632.0
2025-05-01,10,Baking Ovens,1300660096.0,145312944.0
2025-06-01,10,Baking Ovens,1476371712.0,175649328.0
2025-07-01,10,Baking Ovens,1595468672.0,185517744.0
2025-08-01,10,Baking Ovens,1587580160.0,178284960.0
2025-09-01,10,Baking Ovens,1675100672.0,168285296.0
2025-10-01,10,Baking Ovens,1582599168.0,163861456.0
2025-11-01,10,Baking Ovens,1572526208.0,186082352.0
2025-12-01,10,Baking Ovens,1503911552.0,139001648.0
2025-01-01,11,Climate Control Units,1000000000.0,142916576.0
2025-02-01,11,Climate Control Units,1000000000.0,156393104.0
2025-03-01,11,Climate Control Units,1000000000.0,154500208.0
2025-04-01,11,Climate Control Units,1000000000.0,147571760.0
2025-05-01,11,Climate Control Units,1000000000.0,155985712.0
2025-06-01,11,Climate Control Units,1000000000.0,153547856.0
2025-07-01,11,Climate Control Units,1000000000.0,155004368.0
2025-08-01,11,Climate Control Units,1000000000.0,150077200.0
2025-09-01,11,Climate Control Units,1000000000.0,152358112.0
2025-10-01,11,Climate Control Units,1000000000.0,148121152.0
2025-11-01,11,Climate Control Units,1000000000.0,151350960.0
2025-12-01,11,Climate Control Units,1000000000.0,153415040.0
2025-01-01,13,Digital Tablets,3649430272.0,398556896.0
2025-02-01,13,Digital Tablets,3367459840.0,490597568.0
2025-03-01,13,Digital Tablets,3277170688.0,433308608.0
2025-04-01,13,Digital Tablets,3006897408.0,427932224.0
2025-05-01,13,Digital Tablets,2882557440.0,421758144.0
2025-06-01,13,Digital Tablets,2711402240.0,404667168.0
2025-07-01,13,Digital Tablets,2875930880.0,343817984.0
2025-08-01,13,Digital Tablets,2869880832.0,396812576.0
2025-09-01,13,Digital Tablets,2745466368.0,406203968.0
2025-10-01,13,Digital Tablets,3203062016.0,417055680.0
2025-11-01,13,Digital Tablets,2672668416.0,432566464.0
2025-12-01,13,Digital Tablets,2757180160.0,444279744.0
2025-01-01,14,Display Screens,1616052480.0,580041792.0
2025-02-01,14,Display Screens,1595149696.0,532291968.0
2025-03-01,14,Display Screens,1515873920.0,646414784.0
2025-04-01,14,Display Screens,1430810496.0,517571296.0
2025-05-01,14,Display Screens,1636841856.0,617747008.0
2025-06-01,14,Display Screens,1586221952.0,551841920.0
2025-07-01,14,Display Screens,1655956992.0,653127552.0
2025-08-01,14,Display Screens,1600926720.0,659613568.0
2025-09-01,14,Display Screens,1606311552.0,617917376.0
2025-10-01,14,Display Screens,1410969472.0,476869504.0
2025-11-01,14,Display Screens,1568719744.0,489147456.0
2025-12-01,14,Display Screens,1388202880.0,573786176.0
2025-01-01,15,Mobile Phones & Refurbished Devices,35770650624.0,2053847680.0
2025-02-01,15,Mobile Phones & Refurbished Devices,33439778816.0,2313687552.0
2025-03-01,15,Mobile Phones & Refurbished Devices,35380043776.0,1938476032.0
2025-04-01,15,Mobile Phones & Refurbished Devices,40401985536.0,2183679488.0
2025-05-01,15,Mobile Phones & Refurbished Devices,32999858176.0,1778375040.0
2025-06-01,15,Mobile Phones & Refurbished Devices,38802345984.0,2635816704.0
2025-07-01,15,Mobile Phones & Refurbished Devices,33312731136.0,2415038976.0
2025-08-01,15,Mobile Phones & Refurbished Devices,40319053824.0,2580478720.0
2025-09-01,15,Mobile Phones & Refurbished Devices,38723231744.0,2524919296.0
2025-10-01,15,Mobile Phones & Refurbished Devices,42851241984.0,2582598912.0
2025-11-01,15,Mobile Phones & Refurbished Devices,38932275200.0,2311203072.0
2025-12-01,15,Mobile Phones & Refurbished Devices,32980699136.0,2391735552.0
2025-01-01,16,Flat-Screen TVs,12828263424.0,919980416.0
2025-02-01,16,Flat-Screen TVs,11753680896.0,918647424.0
2025-03-01,16,Flat-Screen TVs,12794104832.0,898459072.0
2025-04-01,16,Flat-Screen TVs,12112876544.0,915679936.0
2025-05-01,16,Flat-Screen TVs,10337461248.0,906439040.0
2025-06-01,16,Flat-Screen TVs,11271229440.0,962844352.0
2025-07-01,16,Flat-Screen TVs,12043514880.0,960855744.0
2025-08-01,16,Flat-Screen TVs,12463241216.0,948498432.0
2025-09-01,16,Flat-Screen TVs,11712552960.0,976990144.0
2025-10-01,16,Flat-Screen TVs,10507762688.0,931965120.0
2025-11-01,16,Flat-Screen TVs,10629111808.0,868078464.0
2025-12-01,16,Flat-Screen TVs,11291978752.0,923613248.0
2025-01-01,17,Floor Cleaning Devices,4961884160.0,481236256.0
2025-02-01,17,Floor Cleaning Devices,4684533760.0,639368192.0
2025-03-01,17,Floor Cleaning Devices,5442681344.0,588044608.0
2025-04-01,17,Floor Cleaning Devices,5217093120.0,704728064.0
2025-05-01,17,Floor Cleaning Devices,5171678720.0,665355200.0
2025-06-01,17,Floor Cleaning Devices,5669575168.0,744981504.0
2025-07-01,17,Floor Cleaning Devices,5864166912.0,702599616.0
2025-08-01,17,Floor Cleaning Devices,5020769792.0,699882368.0
2025-09-01,17,Floor Cleaning Devices,4976607744.0,651893824.0
2025-10-01,17,Floor Cleaning Devices,5246000640.0,696539584.0
2025-11-01,17,Floor Cleaning Devices,5401454080.0,688741056.0
2025-12-01,17,Floor Cleaning Devices,5114075136.0,672216896.0
2025-01-01,18,Fabric Care Appliances,1393279232.0,217590976.0
2025-02-01,18,Fabric Care Appliances,1374795392.0,216754160.0
2025-03-01,18,Fabric Care Appliances,1369763840.0,216959536.0
2025-04-01,18,Fabric Care Appliances,1419033344.0,224956736.0
2025-05-01,18,Fabric Care Appliances,1382168320.0,213854944.0
2025-06-01,18,Fabric Care Appliances,1385353344.0,219923328.0
2025-07-01,18,Fabric Care Appliances,1518207744.0,215715520.0
2025-08-01,18,Fabric Care Appliances,1623911424.0,218034144.0
2025-09-01,18,Fabric Care Appliances,1534110720.0,228195312.0
2025-10-01,18,Fabric Care Appliances,1549387136.0,235942400.0
2025-11-01,18,Fabric Care Appliances,1656350464.0,240271072.0
2025-12-01,18,Fabric Care Appliances,1509434752.0,231623120.0
2025-01-01,19,Electric Cookware,1000000000.0,148519472.0
2025-02-01,19,Electric Cookware,1000000000.0,149729488.0
2025-03-01,19,Electric Cookware,1000000000.0,141853616.0
2025-04-01,19,Electric Cookware,1000000000.0,152376336.0
2025-05-01,19,Electric Cookware,1000000000.0,149414240.0
2025-06-01,19,Electric Cookware,1000000000.0,147448144.0
2025-07-01,19,Electric Cookware,1000000000.0,145377328.0
2025-08-01,19,Electric Cookware,1000000000.0,148923104.0
2025-09-01,19,Electric Cookware,1000000000.0,151577200.0
2025-10-01,19,Electric Cookware,1000000000.0,144110128.0
2025-11-01,19,Electric Cookware,1000000000.0,146747664.0
2025-12-01,19,Electric Cookware,1000000000.0,153692784.0
2025-01-01,21,Smart Wearables,2495294464.0,201330720.0
2025-02-01,21,Smart Wearables,2385741312.0,219935104.0
2025-03-01,21,Smart Wearables,2333114112.0,213914224.0
2025-04-01,21,Smart Wearables,2360160000.0,210624048.0
2025-05-01,21,Smart Wearables,2472616704.0,199412720.0
2025-06-01,21,Smart Wearables,2320186112.0,190453264.0
2025-07-01,21,Smart Wearables,2388003328.0,211088032.0
2025-08-01,21,Smart Wearables,2383071232.0,191440608.0
2025-09-01,21,Smart Wearables,2420291584.0,204916096.0
2025-10-01,21,Smart Wearables,2195711744.0,183326032.0
2025-11-01,21,Smart Wearables,2423520512.0,186015136.0
2025-12-01,21,Smart Wearables,2210870272.0,177629200.0
2025-01-01,23,Hot Beverage Machines,1638261376.0,260307728.0
2025-02-01,23,Hot Beverage Machines,1676747776.0,245817376.0
2025-03-01,23,Hot Beverage Machines,1859806336.0,300650016.0
2025-04-01,23,Hot Beverage Machines,1484237952.0,302390752.0
2025-05-01,23,Hot Beverage Machines,1549886848.0,353101344.0
2025-06-01,23,Hot Beverage Machines,1474329728.0,322284192.0
2025-07-01,23,Hot Beverage Machines,1554961152.0,259866944.0
2025-08-01,23,Hot Beverage Machines,1626291840.0,296318720.0
2025-09-01,23,Hot Beverage Machines,1426439808.0,311738976.0
2025-10-01,23,Hot Beverage Machines,1428658432.0,332814336.0
2025-11-01,23,Hot Beverage Machines,1592446080.0,368620352.0
2025-12-01,23,Hot Beverage Machines,1458210176.0,349576576.0
2025-01-01,26,Kitchen Prep Appliances,1450592640.0,216102640.0
2025-02-01,26,Kitchen Prep Appliances,1534891008.0,243741120.0
2025-03-01,26,Kitchen Prep Appliances,1406074368.0,254169952.0
2025-04-01,26,Kitchen Prep Appliances,1577712896.0,266965520.0
2025-05-01,26,Kitchen Prep Appliances,1432815488.0,247236432.0
2025-06-01,26,Kitchen Prep Appliances,1389005440.0,266393232.0
2025-07-01,26,Kitchen Prep Appliances,1419294464.0,226408528.0
2025-08-01,26,Kitchen Prep Appliances,1645654528.0,232962560.0
2025-09-01,26,Kitchen Prep Appliances,1477158272.0,227140496.0
2025-10-01,26,Kitchen Prep Appliances,1616989568.0,244921824.0
2025-11-01,26,Kitchen Prep Appliances,1483319936.0,257666176.0
2025-12-01,26,Kitchen Prep Appliances,1635502592.0,226951504.0
2025-01-01,27,Electric Razors,1000000000.0,270736224.0
2025-02-01,27,Electric Razors,1000000000.0,262694320.0
2025-03-01,27,Electric Razors,1000000000.0,272115328.0
2025-04-01,27,Electric Razors,1000000000.0,268409264.0
2025-05-01,27,Electric Razors,1000000000.0,239915472.0
2025-06-01,27,Electric Razors,1000000000.0,248658384.0
2025-07-01,27,Electric Razors,1000000000.0,243322400.0
2025-08-01,27,Electric Razors,1000000000.0,262542448.0
2025-09-01,27,Electric Razors,1000000000.0,257273664.0
2025-10-01,27,Electric Razors,1000000000.0,256410448.0
2025-11-01,27,Electric Razors,1000000000.0,262369120.0
2025-12-01,27,Electric Razors,1000000000.0,254460544.0
2025-01-01,29,All-in-One Printers & Printers,1000000000.0,214907760.0
2025-02-01,29,All-in-One Printers & Printers,1000000000.0,211489904.0
2025-03-01,29,All-in-One Printers & Printers,1000000000.0,207112016.0
2025-04-01,29,All-in-One Printers & Printers,1000000000.0,212410112.0
2025-05-01,29,All-in-One Printers & Printers,1000000000.0,212959760.0
2025-06-01,29,All-in-One Printers & Printers,1000000000.0,211499232.0
2025-07-01,29,All-in-One Printers & Printers,1000000000.0,203770992.0
2025-08-01,29,All-in-One Printers & Printers,1000000000.0,216466544.0
2025-09-01,29,All-in-One Printers & Printers,1000000000.0,199274720.0
2025-10-01,29,All-in-One Printers & Printers,1000000000.0,204270704.0
2025-11-01,29,All-in-One Printers & Printers,1000000000.0,213861568.0
2025-12-01,29,All-in-One Printers & Printers,1000000000.0,217581264.0
2025-01-01,30,Electric Kettles & Heaters,1000000000.0,133458976.0
2025-02-01,30,Electric Kettles & Heaters,1000000000.0,128729552.0
2025-03-01,30,Electric Kettles & Heaters,1000000000.0,139152544.0
2025-04-01,30,Electric Kettles & Heaters,1000000000.0,143150016.0
2025-05-01,30,Electric Kettles & Heaters,1000000000.0,126993728.0
2025-06-01,30,Electric Kettles & Heaters,1000000000.0,138021072.0
2025-07-01,30,Electric Kettles & Heaters,1000000000.0,140187680.0
2025-08-01,30,Electric Kettles & Heaters,1000000000.0,142124528.0
2025-09-01,30,Electric Kettles & Heaters,1000000000.0,133823352.0
2025-10-01,30,Electric Kettles & Heaters,1000000000.0,129458480.0
2025-11-01,30,Electric Kettles & Heaters,1000000000.0,124568936.0
2025-12-01,30,Electric Kettles & Heaters,1000000000.0,127717392.0
2025-01-01,34,Sandwich Makers & Grills,1000000000.0,166144160.0
2025-02-01,34,Sandwich Makers & Grills,1000000000.0,153998416.0
2025-03-01,34,Sandwich Makers & Grills,1000000000.0,164254144.0
2025-04-01,34,Sandwich Makers & Grills,1000000000.0,152079936.0
2025-05-01,34,Sandwich Makers & Grills,1000000000.0,164686016.0
2025-06-01,34,Sandwich Makers & Grills,1000000000.0,150199328.0
2025-07-01,34,Sandwich Makers & Grills,1000000000.0,164746688.0
2025-08-01,34,Sandwich Makers & Grills,1000000000.0,165066656.0
2025-09-01,34,Sandwich Makers & Grills,1000000000.0,164179504.0
2025-10-01,34,Sandwich Makers & Grills,1000000000.0,151525792.0
2025-11-01,34,Sandwich Makers & Grills,1000000000.0,151361552.0
2025-12-01,34,Sandwich Makers & Grills,1000000000.0,168231088.0
2025-01-01,36,Mice & Keyboards,1396683648.0,417894912.0
2025-02-01,36,Mice & Keyboards,1284667136.0,454074048.0
2025-03-01,36,Mice & Keyboards,1513228160.0,455176128.0
2025-04-01,36,Mice & Keyboards,1358607744.0,459992608.0
2025-05-01,36,Mice & Keyboards,1391236608.0,437572832.0
2025-06-01,36,Mice & Keyboards,1620423424.0,424632768.0
2025-07-01,36,Mice & Keyboards,1457719680.0,430520992.0
2025-08-01,36,Mice & Keyboards,1385309696.0,416822944.0
2025-09-01,36,Mice & Keyboards,1494654080.0,385419744.0
2025-10-01,36,Mice & Keyboards,1383328512.0,429594400.0
2025-11-01,36,Mice & Keyboards,1455853952.0,446529376.0
2025-12-01,36,Mice & Keyboards,1825103104.0,496201184.0
2025-01-01,39,Desktop Computers,1516020992.0,458892992.0
2025-02-01,39,Desktop Computers,1400785664.0,419970112.0
2025-03-01,39,Desktop Computers,1676794752.0,487753312.0
2025-04-01,39,Desktop Computers,1468026496.0,500416320.0
2025-05-01,39,Desktop Computers,1673521792.0,522383968.0
2025-06-01,39,Desktop Computers,1567344512.0,466034144.0
2025-07-01,39,Desktop Computers,1526163200.0,485255328.0
2025-08-01,39,Desktop Computers,1237430016.0,428621632.0
2025-09-01,39,Desktop Computers,1275776128.0,499012640.0
2025-10-01,39,Desktop Computers,1655528320.0,494108160.0
2025-11-01,39,Desktop Computers,1433438208.0,525301472.0
2025-12-01,39,Desktop Computers,1460196608.0,454007296.0
2025-01-01,40,Audio Headsets,3711553536.0,568499008.0
2025-02-01,40,Audio Headsets,2795325440.0,449242496.0
2025-03-01,40,Audio Headsets,3712368384.0,502700384.0
2025-04-01,40,Audio Headsets,4321350144.0,535369440.0
2025-05-01,40,Audio Headsets,3567587072.0,440739328.0
2025-06-01,40,Audio Headsets,4359030272.0,482046080.0
2025-07-01,40,Audio Headsets,3895267584.0,569632064.0
2025-08-01,40,Audio Headsets,4508654592.0,453006304.0
2025-09-01,40,Audio Headsets,4371363840.0,420383872.0
2025-10-01,40,Audio Headsets,3509869568.0,406836256.0
2025-11-01,40,Audio Headsets,3559953152.0,426438016.0
2025-12-01,40,Audio Headsets,3664373248.0,498898464.0
2025-01-01,43,Communication Gadgets,1547536768.0,340105056.0
2025-02-01,43,Communication Gadgets,1607513472.0,386874880.0
2025-03-01,43,Communication Gadgets,1681194112.0,354759776.0
2025-04-01,43,Communication Gadgets,1483315840.0,364431904.0
2025-05-01,43,Communication Gadgets,1619068288.0,430655584.0
2025-06-01,43,Communication Gadgets,1563694080.0,411475872.0
2025-07-01,43,Communication Gadgets,1584429952.0,430117952.0
2025-08-01,43,Communication Gadgets,1662357248.0,422489792.0
2025-09-01,43,Communication Gadgets,1524058880.0,365658688.0
2025-10-01,43,Communication Gadgets,1619313408.0,372760448.0
2025-11-01,43,Communication Gadgets,1575248768.0,366887456.0
2025-12-01,43,Communication Gadgets,1591504640.0,430862336.0
